lottery_draw_number,ds,lottery_result_front_2,lottery_result_front_3,lottery_result_front_4,lottery_result_front_5,lottery_result_back_1,lottery_result_back_2,lottery_draw_date
22098,1,3,6,11,13,3,11,2013/9/28
22099,7,18,25,27,33,4,5,2013/9/29
22100,10,19,20,23,31,3,7,2013/9/30
22101,2,4,6,7,8,3,6,2013/10/1
22102,1,5,14,20,30,2,4,2013/10/2
22103,8,12,16,21,32,1,12,2013/10/3
22104,3,5,13,19,25,2,5,2013/10/4
22105,1,8,9,21,22,1,4,2013/10/5
22106,16,17,21,28,32,4,7,2013/10/6
22107,7,9,19,28,29,8,10,2013/10/7
22108,4,7,13,26,28,7,11,2013/10/8
22109,5,9,24,29,35,5,12,2013/10/9
22110,2,13,16,18,23,3,6,2013/10/10
22111,6,12,16,19,31,6,10,2013/10/11
22112,4,11,18,20,26,6,12,2013/10/12
22113,13,15,22,31,33,5,12,2013/10/13
22114,11,21,24,27,28,5,10,2013/10/14
22115,17,19,20,23,27,3,8,2013/10/15
22116,1,7,20,22,31,7,12,2013/10/16
22117,9,12,15,21,32,2,7,2013/10/17
22118,2,5,15,17,26,2,8,2013/10/18
22119,1,9,16,25,29,4,9,2013/10/19
22120,11,22,26,30,33,3,5,2013/10/20
22121,4,15,16,20,21,4,5,2013/10/21
22122,4,15,17,19,25,6,12,2013/10/22
22123,2,20,28,29,30,7,10,2013/10/23
22124,2,4,11,25,30,6,12,2013/10/24
22125,3,7,14,16,19,1,11,2013/10/25
22126,4,5,8,22,35,1,3,2013/10/26
22127,2,3,8,9,20,4,10,2013/10/27
22128,10,19,21,23,35,4,10,2013/10/28
22129,10,17,23,34,35,1,4,2013/10/29
22130,5,7,15,18,23,5,10,2013/10/30
22131,2,6,8,10,17,5,6,2013/10/31
22132,2,27,30,34,35,9,12,2013/11/1
22133,1,2,14,30,31,6,9,2013/11/2
22134,3,16,23,27,32,3,6,2013/11/3
22135,9,10,27,31,32,1,3,2013/11/4
22136,1,11,15,17,33,3,11,2013/11/5
22137,5,6,8,15,20,7,8,2013/11/6
22138,5,13,16,27,33,7,12,2013/11/7
22139,1,13,14,22,35,2,5,2013/11/8
22140,5,15,25,26,29,4,12,2013/11/9
22141,5,6,14,24,25,2,4,2013/11/10
22142,7,12,14,29,35,1,11,2013/11/11
22143,10,13,14,27,33,7,8,2013/11/12
22144,3,4,8,15,21,4,7,2013/11/13
22145,10,20,29,30,35,6,9,2013/11/14
22146,1,21,23,28,35,7,9,2013/11/15
22147,4,12,22,28,30,9,11,2013/11/16
22148,4,5,6,26,27,7,12,2013/11/17
22149,15,19,22,26,28,2,7,2013/11/18
22150,6,7,26,29,30,3,12,2013/11/19
23001,18,19,24,27,34,11,12,2013/11/20
23002,11,14,21,26,27,2,7,2013/11/21
23003,5,6,14,21,22,2,9,2013/11/22
23004,4,13,15,20,22,4,8,2013/11/23
23005,1,3,10,20,29,6,11,2013/11/24
23006,2,4,12,27,35,6,7,2013/11/25
23007,2,3,24,30,32,1,6,2013/11/26
23008,4,9,17,22,25,1,5,2013/11/27
23009,1,5,11,15,33,1,10,2013/11/28
23010,5,6,13,23,26,1,6,2013/11/29
23011,2,7,8,17,25,1,3,2013/11/30
23012,7,16,17,18,28,2,3,2013/12/1
23013,1,2,9,23,25,2,6,2013/12/2
23014,3,8,18,22,24,1,9,2013/12/3
23015,8,16,24,25,34,8,12,2013/12/4
23016,2,4,12,31,32,7,11,2013/12/5
23017,2,5,9,22,27,10,11,2013/12/6
23018,4,8,17,26,30,3,11,2013/12/7
23019,5,8,9,11,15,6,8,2013/12/8
23020,5,6,23,25,28,6,9,2013/12/9
23021,2,9,18,23,27,3,5,2013/12/10
23022,7,11,15,26,28,8,10,2013/12/11
23023,9,21,23,25,33,3,10,2013/12/12
23024,11,15,24,27,30,1,10,2013/12/13
23025,3,9,27,30,31,11,12,2013/12/14
23026,2,13,24,27,30,1,6,2013/12/15
23027,9,10,12,15,23,3,6,2013/12/16
23028,1,3,29,30,34,4,12,2013/12/17
23029,7,25,27,34,35,9,11,2013/12/18
23030,6,11,12,20,35,5,12,2013/12/19
23031,5,7,8,16,25,3,11,2013/12/20
23032,5,6,18,28,30,2,7,2013/12/21
23033,4,6,10,11,25,7,9,2013/12/22
23034,7,9,10,15,24,4,12,2013/12/23
23035,7,14,23,25,29,2,11,2013/12/24
23036,1,13,22,26,31,2,10,2013/12/25
23037,6,8,16,20,24,7,8,2013/12/26
23038,4,10,18,27,32,10,12,2013/12/27
23039,2,24,26,30,34,6,7,2013/12/28
23040,4,5,18,22,30,5,12,2013/12/29
23041,5,8,13,26,35,5,9,2013/12/30
23042,2,16,21,23,27,1,8,2013/12/31
23043,2,4,17,20,27,1,8,2014/1/1
23044,2,6,7,8,15,7,10,2014/1/2
23045,7,10,13,28,31,4,5,2014/1/3
23046,13,21,25,28,32,2,10,2014/1/4
23047,10,12,13,24,25,11,12,2014/1/5
23048,7,13,16,25,32,9,11,2014/1/6
23049,3,17,22,26,28,7,12,2014/1/7
23050,8,9,14,25,29,4,6,2014/1/8
23051,3,11,19,29,33,3,12,2014/1/9
23052,2,8,11,30,33,5,8,2014/1/10
23053,1,3,11,14,20,2,11,2014/1/11
23054,19,25,30,31,34,7,9,2014/1/12
23055,6,8,12,13,15,1,6,2014/1/13
23056,13,22,24,33,34,1,2,2014/1/14
23057,1,5,6,19,24,5,11,2014/1/15
23058,19,22,29,32,35,5,8,2014/1/16
23059,9,13,23,25,28,4,7,2014/1/17
23060,2,7,19,24,30,9,12,2014/1/18
23061,7,11,21,30,32,5,7,2014/1/19
23062,6,8,22,24,30,1,8,2014/1/20
23063,4,18,29,31,34,6,9,2014/1/21
23064,2,6,9,31,32,3,7,2014/1/22
23065,8,14,16,21,25,3,12,2014/1/23
23066,6,11,13,30,32,1,3,2014/1/24
23067,2,28,30,33,35,2,10,2014/1/25
23068,21,22,24,27,31,7,8,2014/1/26
23069,8,20,21,25,32,5,7,2014/1/27
23070,10,26,29,32,33,3,11,2014/1/28
23071,2,11,12,32,34,10,12,2014/1/29
23072,5,6,9,11,14,2,4,2014/1/30
23073,15,25,28,30,35,8,10,2014/1/31
23074,3,13,22,29,34,2,9,2014/2/1
23075,7,17,20,23,32,5,11,2014/2/2
23076,8,9,11,26,34,2,7,2014/2/3
23077,5,16,18,26,35,3,6,2014/2/4
23078,2,3,6,26,27,7,8,2014/2/5
23079,6,8,26,29,34,5,8,2014/2/6
23080,1,2,9,16,30,1,11,2014/2/7
23081,5,6,23,28,35,7,10,2014/2/8
23082,2,8,9,15,20,3,9,2014/2/9
23083,13,15,21,25,32,9,10,2014/2/10
23084,3,5,8,24,32,7,8,2014/2/11
23085,11,12,26,31,35,5,7,2014/2/12
23086,3,11,15,20,35,7,11,2014/2/13
23087,3,4,16,19,24,4,5,2014/2/14
23088,8,14,16,22,24,9,12,2014/2/15
23089,3,12,20,26,35,2,12,2014/2/16
23090,8,11,12,19,35,11,12,2014/2/17
23091,6,16,18,28,29,7,11,2014/2/18
23092,3,16,21,26,32,3,12,2014/2/19
23093,11,14,17,19,21,1,5,2014/2/20
23094,12,19,22,28,32,8,12,2014/2/21
23095,8,19,28,32,34,3,7,2014/2/22
23096,6,7,14,21,31,3,10,2014/2/23
23097,6,7,18,20,22,3,9,2014/2/24
23098,2,7,15,30,34,5,9,2014/2/25
23099,9,11,13,22,23,6,7,2014/2/26
23100,4,6,13,19,35,9,11,2014/2/27
23101,6,14,16,17,28,7,10,2014/2/28
23102,2,4,7,16,33,7,11,2014/3/1
23103,8,11,19,31,32,8,11,2014/3/2
23104,6,15,16,32,33,8,10,2014/3/3
23105,7,8,19,20,25,2,11,2014/3/4
23106,16,24,26,28,31,1,6,2014/3/5
23107,1,12,15,16,18,3,10,2014/3/6
23108,5,6,17,30,32,2,8,2014/3/7
23109,1,12,21,22,31,2,9,2014/3/8
23110,4,9,11,13,17,7,8,2014/3/9
23111,3,12,15,28,35,2,12,2014/3/10
23112,1,11,17,22,27,2,9,2014/3/11
23113,6,8,30,32,33,3,10,2014/3/12
23114,2,25,27,30,35,1,10,2014/3/13
23115,7,10,23,31,34,2,10,2014/3/14
23116,1,3,9,18,29,4,9,2014/3/15
23117,5,7,15,18,20,3,4,2014/3/16
23118,6,7,13,25,33,5,8,2014/3/17
23119,4,8,10,14,21,4,10,2014/3/18
23120,2,8,16,31,34,1,10,2014/3/19
23121,5,11,15,23,33,1,9,2014/3/20
23122,1,7,9,25,29,10,12,2014/3/21
23123,2,14,16,28,30,2,7,2014/3/22
23124,6,18,23,27,32,6,10,2014/3/23
23125,7,25,26,29,32,2,8,2014/3/24
23126,7,12,17,26,34,2,6,2014/3/25
23127,4,7,8,18,19,2,6,2014/3/26
23128,1,5,7,12,13,2,6,2014/3/27
23129,9,23,25,27,33,6,12,2014/3/28
23130,13,20,27,29,30,1,7,2014/3/29
23131,3,7,21,22,24,6,7,2014/3/30
23132,3,4,12,15,23,2,6,2014/3/31
23133,10,18,25,28,33,5,11,2014/4/1
23134,10,15,22,27,33,1,12,2014/4/2
23135,5,18,22,28,29,9,12,2014/4/3
23136,13,23,27,30,34,6,9,2014/4/4
23137,4,19,21,30,31,6,12,2014/4/5
23138,7,12,20,28,31,9,10,2014/4/6
24001,3,9,17,26,35,2,7,2014/4/7
24002,1,6,8,27,32,3,4,2014/4/8
24003,7,9,12,23,29,1,2,2014/4/9
24004,2,6,18,19,27,8,9,2014/4/10
24005,3,5,7,9,12,5,8,2014/4/11
24006,8,13,16,17,33,2,10,2014/4/12
24007,4,5,28,34,35,4,11,2014/4/13
24008,4,6,11,20,30,3,5,2014/4/14
24009,15,18,19,24,26,5,9,2014/4/15
24010,2,8,10,15,27,2,8,2014/4/16
24011,1,3,27,32,34,1,7,2014/4/17
24012,21,22,25,26,34,1,9,2014/4/18
24013,5,22,25,28,30,3,12,2014/4/19
24014,4,5,16,21,31,9,11,2014/4/20
24015,8,11,14,24,31,5,6,2014/4/21
24016,15,18,25,27,29,6,11,2014/4/22
24017,3,7,25,27,35,1,4,2014/4/23
24018,4,12,19,25,27,1,9,2014/4/24
24019,19,20,26,29,30,3,4,2014/4/25
24020,2,4,8,19,26,2,6,2014/4/26
24021,1,12,16,20,28,7,9,2014/4/27
24022,7,9,11,31,32,4,8,2014/4/28
24023,8,10,12,14,22,5,9,2014/4/29
24024,3,5,12,17,26,1,12,2014/4/30
24025,1,2,8,18,27,4,8,2014/5/1
24026,1,18,21,26,33,2,12,2014/5/2
24027,8,9,16,22,23,7,9,2014/5/3
24028,13,18,20,26,28,4,8,2014/5/4
24029,4,19,24,28,34,4,5,2014/5/5
24030,8,9,11,19,30,6,12,2014/5/6
24031,9,12,15,30,34,5,6,2014/5/7
24032,5,15,26,33,35,1,9,2014/5/8
24033,4,8,10,11,15,7,9,2014/5/9
24034,23,26,27,29,33,5,8,2014/5/10
24035,5,13,17,29,33,5,12,2014/5/11
24036,2,5,11,32,34,6,10,2014/5/12
24037,17,19,20,29,35,7,11,2014/5/13
24038,15,22,24,25,29,1,5,2014/5/14
24039,3,10,11,20,22,6,10,2014/5/15
24040,5,12,16,29,30,3,6,2014/5/16
24041,6,8,14,16,28,3,5,2014/5/17
24042,1,8,15,23,35,5,12,2014/5/18
24043,3,4,8,14,27,5,7,2014/5/19
24044,3,13,15,17,22,6,10,2014/5/20
24045,9,10,14,31,32,3,8,2014/5/21
24046,6,12,17,29,30,7,11,2014/5/22
24047,11,19,21,26,35,10,11,2014/5/23
24048,12,18,21,26,28,8,9,2014/5/24
24049,4,6,9,10,22,1,8,2014/5/25
24050,3,4,14,18,26,7,9,2014/5/26
24051,5,21,22,23,29,1,2,2014/5/27
24052,2,3,13,22,34,4,8,2014/5/28
24053,1,7,19,20,35,3,9,2014/5/29
24054,5,6,9,11,22,1,3,2014/5/30
24055,7,17,22,30,34,5,7,2014/5/31
24056,16,17,18,27,35,6,12,2014/6/1
24057,9,25,30,33,34,3,9,2014/6/2
24058,6,10,13,20,32,1,2,2014/6/3
24059,17,18,20,25,31,3,12,2014/6/4
24060,3,21,25,28,30,1,12,2014/6/5
24061,1,12,19,31,33,5,8,2014/6/6
24062,5,14,15,16,33,3,5,2014/6/7
24063,7,12,16,33,34,1,3,2014/6/8
24064,5,12,21,32,33,8,9,2014/6/9
24065,5,10,18,26,27,3,6,2014/6/10
24066,13,19,20,24,25,6,7,2014/6/11
24067,3,11,14,20,22,6,9,2014/6/12
24068,15,20,31,32,33,5,10,2014/6/13
24069,7,9,16,20,24,3,7,2014/6/14
24070,4,20,21,32,34,2,9,2014/6/15
24071,6,10,15,34,35,2,10,2014/6/16
24072,4,17,21,23,32,1,6,2014/6/17
24073,7,9,12,21,23,5,9,2014/6/18
24074,2,10,11,21,27,9,11,2014/6/19
24075,8,17,26,28,32,1,10,2014/6/20
24076,1,6,22,27,35,7,12,2014/6/21
24077,1,3,25,26,29,6,12,2014/6/22
24078,5,7,10,14,15,4,7,2014/6/23
24079,3,8,17,18,23,6,11,2014/6/24
24080,3,5,24,27,28,9,11,2014/6/25
24081,14,15,25,27,34,1,10,2014/6/26
24082,8,21,23,24,26,4,5,2014/6/27
24083,9,11,12,13,30,7,9,2014/6/28
24084,4,11,16,17,23,5,10,2014/6/29
24085,2,9,16,29,35,1,6,2014/6/30
24086,11,12,14,22,28,7,11,2014/7/1
24087,7,10,20,28,34,5,10,2014/7/2
24088,1,2,23,28,32,3,5,2014/7/3
24089,5,6,29,30,34,7,8,2014/7/4
24090,2,3,6,28,33,7,11,2014/7/5
24091,1,8,11,17,21,1,2,2014/7/6
24092,2,4,25,26,31,1,6,2014/7/7
24093,16,24,26,28,29,8,12,2014/7/8
24094,12,13,24,29,31,2,8,2014/7/9
24095,1,7,19,26,27,3,5,2014/7/10
24096,2,3,23,27,31,1,10,2014/7/11
24097,7,11,12,14,19,2,8,2014/7/12
24098,3,10,15,19,29,9,10,2014/7/13
24099,4,10,24,31,35,5,8,2014/7/14
24100,2,12,19,22,32,5,11,2014/7/15
24101,16,19,22,27,35,6,10,2014/7/16
24102,1,5,9,14,20,5,11,2014/7/17
24103,19,21,29,32,33,6,8,2014/7/18
24104,1,4,9,13,17,6,9,2014/7/19
24105,14,20,21,28,32,9,11,2014/7/20
24106,5,11,19,22,29,2,12,2014/7/21
24107,6,14,16,18,34,3,10,2014/7/22
24108,16,17,21,31,34,3,8,2014/7/23
24109,12,23,26,27,28,3,11,2014/7/24
24110,1,7,8,18,28,4,12,2014/7/25
24111,3,9,19,27,30,7,11,2014/7/26
24112,5,15,24,31,34,3,10,2014/7/27
24113,16,18,25,26,33,4,8,2014/7/28
24114,12,27,30,34,35,5,11,2014/7/29
24115,3,4,12,19,24,8,12,2014/7/30
24116,1,3,6,16,25,1,11,2014/7/31
24117,2,10,22,26,28,2,4,2014/8/1
24118,1,3,9,16,19,5,11,2014/8/2
24119,6,12,28,30,33,2,7,2014/8/3
24120,4,12,17,23,27,2,8,2014/8/4
24121,7,15,18,24,33,4,5,2014/8/5
24122,5,6,9,15,17,3,10,2014/8/6
24123,3,9,16,30,31,8,9,2014/8/7
24124,2,3,7,10,25,1,11,2014/8/8
24125,10,14,19,24,26,1,10,2014/8/9
24126,2,10,17,28,34,7,8,2014/8/10
24127,2,3,10,16,28,7,10,2014/8/11
24128,3,7,10,29,31,1,3,2014/8/12
24129,7,19,30,31,34,5,7,2014/8/13
24130,11,21,25,31,32,4,10,2014/8/14
24131,2,3,4,21,26,2,3,2014/8/15
24132,5,6,10,16,31,6,9,2014/8/16
24133,8,10,14,22,29,4,6,2014/8/17
24134,1,4,7,13,33,5,6,2014/8/18
24135,6,8,22,24,30,3,8,2014/8/19
24136,1,17,20,29,34,7,8,2014/8/20
24137,8,15,16,17,21,2,5,2014/8/21
24138,5,17,20,28,34,4,9,2014/8/22
24139,5,12,20,23,24,5,7,2014/8/23
24140,3,6,15,23,31,1,12,2014/8/24
24141,2,6,7,16,20,2,11,2014/8/25
24142,8,21,24,33,34,3,10,2014/8/26
24143,16,20,22,24,31,4,5,2014/8/27
24144,6,7,8,21,30,1,5,2014/8/28
24145,1,6,9,22,24,1,3,2014/8/29
24146,5,20,21,22,32,3,4,2014/8/30
24147,12,18,21,22,31,1,7,2014/8/31
24148,6,9,20,32,35,8,11,2014/9/1
24149,2,5,16,18,22,7,9,2014/9/2
24150,4,11,23,25,34,5,7,2014/9/3
24151,5,12,17,19,35,10,11,2014/9/4
